檢核,說明,林管處,工作站,"樣區
編號","樣點
代號","樣區
名稱","樣區樣點
編號","TWD97_X
","TWD97_Y
",經度,緯度,,
檢核ok,,花蓮,新城,B16-02,2,花蓮縣關原※,B16-02-02,284954,2675887,121.3440583,24.18800278,,2849542675887
檢核ok,,花蓮,新城,B16-02,3,花蓮縣關原※,B16-02-03,284774,2675601,121.342275,24.18541944,,2847742675601
檢核ok,,花蓮,新城,B16-02,4,花蓮縣關原※,B16-02-04,284402,2675787,121.3386194,24.18710833,,2844022675787
檢核ok,,花蓮,新城,B16-02,7,花蓮縣關原※,B16-02-07,284098,2675712,121.335627,24.18644,,2840982675712
檢核ok,,花蓮,新城,B16-02,8,花蓮縣關原※,B16-02-08,285145,2676070,121.345941,24.189649,,2851452676070
檢核ok,,花蓮,新城,B16-01,1,卡拉寶山※,B16-01-01,289179,2675387,121.38563 ,24.18338 ,,2891792675387
檢核ok,,花蓮,新城,B16-01,2,卡拉寶山※,B16-01-02,289587,2675261,121.38964 ,24.18224 ,,2895872675261
檢核ok,,花蓮,新城,B16-01,3,卡拉寶山※,B16-01-03,289884,2675386,121.39257 ,24.18336 ,,2898842675386
檢核ok,,花蓮,新城,B16-01,4,卡拉寶山※,B16-01-04,289993,2675194,121.39364 ,24.18163 ,,2899932675194
檢核ok,,花蓮,新城,B16-01,5,卡拉寶山※,B16-01-05,290697,2675197,121.40056 ,24.18163 ,,2906972675197
檢核ok,,花蓮,新城,B16-01,6,卡拉寶山※,B16-01-06,290929,2675089,121.40284 ,24.18065 ,,2909292675089
檢核ok,,花蓮,新城,B16-01,7,卡拉寶山※,B16-01-07,290300,2675088,121.39665 ,24.18066 ,,2903002675088
檢核ok,,花蓮,新城,B16-01,8,卡拉寶山※,B16-01-08,289584,2674829,121.38960 ,24.17834 ,,2895842674829
檢核ok,,花蓮,新城,B16-01,9,卡拉寶山※,B16-01-09,289025,2674479,121.38409 ,24.17519 ,,2890252674479
檢核ok,,花蓮,新城,B16-01,10,卡拉寶山※,B16-01-10,288610,2674175,121.37999 ,24.17246 ,,2886102674175
檢核ok,,花蓮,新城,A16-05,1,洛韶※,A16-05-01,299257,2676182,121.48485 ,24.19028 ,,2992572676182
檢核ok,,花蓮,新城,A16-05,2,洛韶※,A16-05-02,298858,2676442,121.48093 ,24.19264 ,,2988582676442
檢核ok,,花蓮,新城,A16-05,3,洛韶※,A16-05-03,298488,2676812,121.47730 ,24.19599 ,,2984882676812
檢核ok,,花蓮,新城,A16-05,4,洛韶※,A16-05-04,298043,2677107,121.47293 ,24.19867 ,,2980432677107
檢核ok,,花蓮,新城,A16-05,5,洛韶※,A16-05-05,297606,2677202,121.46863 ,24.19954 ,,2976062677202
檢核ok,,花蓮,新城,A16-05,6,洛韶※,A16-05-06,296850,2677357,121.46119 ,24.20096 ,,2968502677357
檢核ok,,花蓮,新城,A16-05,7,洛韶※,A16-05-07,296579,2677693,121.45854 ,24.20401 ,,2965792677693
檢核ok,,花蓮,新城,A16-05,8,洛韶※,A16-05-08,295921,2677552,121.45206 ,24.20275 ,,2959212677552
檢核ok,,花蓮,新城,A16-05,9,洛韶※,A16-05-09,295842,2677974,121.45129 ,24.20656 ,,2958422677974
檢核ok,,花蓮,新城,A16-03,1,花蓮縣合流※,A16-03-01,302745,2674827,121.51913 ,24.17794 ,,3027452674827
檢核ok,,花蓮,新城,A16-03,2,花蓮縣合流※,A16-03-02,302108,2674798,121.51286 ,24.17769 ,,3021082674798
檢核ok,,花蓮,新城,A16-03,3,花蓮縣合流※,A16-03-04,302255,2674865,121.51431 ,24.17829 ,,3022552674865
檢核ok,,花蓮,新城,A16-03,4,花蓮縣合流※,A16-03-05,302450,2674767,121.51623 ,24.17740 ,,3024502674767
檢核ok,,花蓮,新城,A16-03,5,花蓮縣合流※,A16-03-06,301616,2674949,121.50803 ,24.17907 ,,3016162674949
檢核ok,,花蓮,新城,A16-03,7,花蓮縣合流※,A16-03-07,302259,2674703,121.51435 ,24.17683 ,,3022592674703
檢核ok,,花蓮,新城,新城3,1,佳民村,新城3-01,309258,2659823,121.58262,24.04223,,3092582659823
檢核ok,,花蓮,新城,新城3,2,佳民村,新城3-02,309444,2660031,121.584457,24.04410,,3094442660031
檢核ok,,花蓮,新城,新城3,3,佳民村,新城3-03,309746,2660338,121.587439,24.04686,,3097462660338
檢核ok,,花蓮,新城,新城3,4,佳民村,新城3-04,309893,2660540,121.588892,24.04868,,3098932660540
檢核ok,,花蓮,新城,新城3,5,佳民村,新城3-05,309495,2660515,121.584978,24.04847,,3094952660515
檢核ok,,花蓮,新城,新城3,6,佳民村,新城3-06,309731,2660770,121.587309,24.05077,,3097312660770
檢核ok,,花蓮,新城,新城2,1,三棧溪,新城2-01,310960,2667098,121.599658,24.107854,,3109602667098
檢核ok,,花蓮,新城,新城2,2,三棧溪,新城2-02,310798,2667236,121.598071,24.109106,,3107982667236
檢核ok,,花蓮,新城,新城2,3,三棧溪,新城2-03,311851,2666270,121.608387,24.100343,,3118512666270
檢核ok,,花蓮,新城,新城2,4,三棧溪,新城2-04,311727,2666464,121.607176,24.1021,,3117272666464
檢核ok,,花蓮,新城,新城2,5,三棧溪,新城2-05,311422,2666610,121.604182,24.10343,,3114222666610
檢核ok,,花蓮,新城,新城2,6,三棧溪,新城2-06,311224,2666605,121.602234,24.103392,,3112242666605
檢核ok,,花蓮,新城,新城2,7,三棧溪,新城2-07,310984,2666598,121.599873,24.103338,,3109842666598
檢核ok,,花蓮,新城,新城5,1,克寶山,新城5-01,325761,2688539,121.746372,24.300795,,3257612688539
檢核ok,,花蓮,新城,新城5,2,克寶山,新城5-02,325045,2688713,121.739328,24.3024,,3250452688713
檢核ok,,花蓮,新城,新城5,3,克寶山,新城5-03,324993,2688369,121.738798,24.299297,,3249932688369
檢核ok,,花蓮,新城,新城5,4,克寶山,新城5-04,324015,2689070,121.7292,24.305672,,3240152689070
檢核ok,,花蓮,新城,新城5,5,克寶山,新城5-05,324449,2688979,121.733471,24.30483,,3244492688979
檢核ok,,花蓮,新城,新城5,6,克寶山,新城5-06,323740,2688057,121.726439,24.296539,,3237402688057
檢核ok,,花蓮,玉里,B19-02,1,中平林道14K,B19-02-01,275927,2590699,121.253705,23.418952,,2759272590699
檢核ok,,花蓮,玉里,B19-02,2,中平林道14K,B19-02-02,276155,2590691,121.255936,23.418877,,2761552590691
檢核ok,,花蓮,玉里,B19-02,3,中平林道14K,B19-02-03,276382,2590671,121.258157,23.418692,,2763822590671
檢核ok,,花蓮,玉里,B19-02,4,中平林道14K,B19-02-04,276595,2590644,121.260241,23.418445,,2765952590644
檢核ok,,花蓮,玉里,B19-02,5,中平林道14K,B19-02-05,276569,2590348,121.259981,23.415772,,2765692590348
檢核ok,,花蓮,玉里,B19-02,6,中平林道14K,B19-02-06,276805,2590451,121.262292,23.416699,,2768052590451
檢核ok,,花蓮,玉里,B19-02,7,中平林道14K,B19-02-07,277041,2590464,121.264602,23.416812,,2770412590464
檢核ok,,花蓮,玉里,B19-02,8,中平林道14K,B19-02-08,277248,2590623,121.26663,23.418245,,2772482590623
檢核ok,,花蓮,玉里,B20-02,1,苳苳園西山,B20-02-01,271073,2571734,121.205943,23.247763,,2710732571734
檢核ok,,花蓮,玉里,B20-02,2,苳苳園西山,B20-02-02,271263,2571898,121.207802,23.249241,,2712632571898
檢核ok,,花蓮,玉里,B20-02,3,苳苳園西山,B20-02-03,271331,2572164,121.208471,23.251642,,2713312572164
檢核ok,,花蓮,玉里,B20-02,4,苳苳園西山,B20-02-04,271529,2572570,121.210411,23.255306,,2715292572570
檢核ok,,花蓮,玉里,B20-02,5,苳苳園西山,B20-02-05,271679,2572843,121.211881,23.25777,,2716792572843
檢核ok,,花蓮,玉里,B20-02,6,苳苳園西山,B20-02-06,271999,2572920,121.21501,23.258461,,2719992572920
檢核ok,,花蓮,玉里,B20-02,7,苳苳園西山,B20-02-07,272219,2572973,121.217161,23.258936,,2722192572973
檢核ok,,花蓮,玉里,玉里1,1,鹿鳴,玉里1-01,276365,2578824,121.257784,23.311711,,2763652578824
檢核ok,,花蓮,玉里,玉里1,2,鹿鳴,玉里1-02,276188,2578721,121.256051,23.310784,,2761882578721
檢核ok,,花蓮,玉里,玉里1,3,鹿鳴,玉里1-03,276075,2578997,121.254951,23.313278,,2760752578997
檢核ok,,花蓮,玉里,玉里1,4,鹿鳴,玉里1-04,276139,2579194,121.255581,23.315056,,2761392579194
檢核ok,,花蓮,玉里,玉里1,5,鹿鳴,玉里1-05,276331,2579327,121.25746,23.316254,,2763312579327
檢核ok,,花蓮,玉里,玉里1,6,鹿鳴,玉里1-06,276224,2579526,121.256417,23.318053,,2762242579526
檢核ok,,花蓮,玉里,玉里1,7,鹿鳴,玉里1-07,275874,2579536,121.252995,23.318149,,2758742579536
檢核ok,,花蓮,玉里,玉里2,1,酸柑,玉里2-01,281270,2585187,121.305874,23.369085,,2812702585187
檢核ok,,花蓮,玉里,玉里2,2,酸柑,玉里2-02,281404,2585007,121.307181,23.367457,,2814042585007
檢核ok,,花蓮,玉里,玉里2,3,酸柑,玉里2-03,281602,2584660,121.30911,23.364319,,2816022584660
檢核ok,,花蓮,玉里,玉里2,4,酸柑,玉里2-04,281607,2584879,121.309164,23.366297,,2816072584879
檢核ok,,花蓮,玉里,玉里2,5,酸柑,玉里2-05,281794,2584620,121.310987,23.363954,,2817942584620
檢核ok,,花蓮,玉里,玉里2,6,酸柑,玉里2-06,282112,2584563,121.314096,23.363433,,2821122584563
檢核ok,,花蓮,玉里,玉里3,1,三民,玉里3-01,284381,2592518,121.336471,23.435222,,2843812592518
檢核ok,,花蓮,玉里,玉里3,2,三民,玉里3-02,284577,2592226,121.338383,23.432581,,2845772592226
檢核ok,,花蓮,玉里,玉里3,3,三民,玉里3-03,284440,2592030,121.337038,23.430814,,2844402592030
檢核ok,,花蓮,玉里,玉里3,4,三民,玉里3-04,284470,2591788,121.337326,23.428628,,2844702591788
檢核ok,,花蓮,玉里,玉里3,5,三民,玉里3-05,284516,2591501,121.337769,23.426035,,2845162591501
檢核ok,,花蓮,玉里,玉里3,6,三民,玉里3-06,284782,2591557,121.340373,23.426535,,2847822591557
檢核ok,,花蓮,玉里,玉里3,7,三民,玉里3-07,284841,2591195,121.340942,23.423265,,2848412591195
檢核ok,,花蓮,玉里,玉里3,8,三民,玉里3-08,285058,2591765,121.343079,23.428408,,2850582591765
檢核ok,,花蓮,玉里,玉里4,1,樂合,玉里4-01,288323,2579566,121.37472,23.318176,,2883232579566
檢核ok,,花蓮,玉里,玉里4,2,樂合,玉里4-02,288134,2579656,121.372875,23.318993,,2881342579656
檢核ok,,花蓮,玉里,玉里4,3,樂合,玉里4-03,287894,2579652,121.340724,2.348393,,2878942579652
檢核ok,,花蓮,玉里,玉里4,4,樂合,玉里4-04,287537,2579746,121.367039,23.31982,,2875372579746
檢核ok,,花蓮,玉里,玉里4,5,樂合,玉里4-05,287364,2579707,121.365347,23.319471,,2873642579707
檢核ok,,花蓮,玉里,玉里4,6,樂合,玉里4-06,287158,2579725,121.363333,23.319639,,2871582579725
檢核ok,,花蓮,玉里,玉里4,7,樂合,玉里4-07,286934,2579738,121.361143,23.319761,,2869342579738
檢核ok,,花蓮,玉里,玉里5,1,阿眉溪,玉里5-01,284968,2571293,121.341725,23.243544,,2849682571293
檢核ok,,花蓮,玉里,玉里5,2,阿眉溪,玉里5-02,284793,2571418,121.340018,23.244676,,2847932571418
檢核ok,,花蓮,玉里,玉里5,3,阿眉溪,玉里5-03,284682,2571575,121.338937,23.246096,,2846822571575
檢核ok,,花蓮,玉里,玉里5,4,阿眉溪,玉里5-04,284423,2571558,121.336405,23.245948,,2844232571558
檢核ok,,花蓮,玉里,玉里5,5,阿眉溪,玉里5-05,284249,2571650,121.334707,23.246783,,2842492571650
檢核ok,,花蓮,玉里,玉里5,6,阿眉溪,玉里5-06,284092,2571785,121.333176,23.248005,,2840922571785
檢核ok,,花蓮,玉里,玉里5,7,阿眉溪,玉里5-07,283926,2571884,121.331555,23.248902,,2839262571884
檢核ok,,花蓮,玉里,玉里5,8,阿眉溪,玉里5-08,283768,2572043,121.330015,23.250341,,2837682572043
檢核ok,,花蓮,玉里,玉里6,1,台23線,玉里6-01,278904,2557004,121.282195,23.114626,,2789042557004
檢核ok,,花蓮,玉里,玉里6,2,台23線,玉里6-02,279048,2557324,121.283606,23.117513,,2790482557324
檢核ok,,花蓮,玉里,玉里6,3,台23線,玉里6-03,278881,2557509,121.281979,23.119187,,2788812557509
檢核ok,,花蓮,玉里,玉里6,4,台23線,玉里6-04,278670,2557488,121.279919,23.119001,,2786702557488
檢核ok,,花蓮,玉里,玉里6,5,台23線,玉里6-05,278589,2557700,121.279132,23.120916,,2785892557700
檢核ok,,花蓮,玉里,玉里6,6,台23線,玉里6-06,278719,2557926,121.280406,23.122955,,2787192557926
檢核ok,,花蓮,玉里,玉里6,7,台23線,玉里6-07,278795,2558149,121.281152,23.124968,,2787952558149
檢核ok,,羅東,礁溪,礁溪1,1,宜30,礁溪1-01,320890,2744996,121.701217,24.81073,,3208902744996
檢核ok,,羅東,礁溪,礁溪1,2,宜30,礁溪1-02,320721,2744832,121.699537,24.80926,,3207212744832
檢核ok,,羅東,礁溪,礁溪1,3,宜30,礁溪1-03,320502,2744914,121.697375,24.81001,,3205022744914
檢核ok,,羅東,礁溪,礁溪1,4,宜30,礁溪1-04,320404,2744680,121.696394,24.80790,,3204042744680
檢核ok,,羅東,礁溪,礁溪1,5,宜30,礁溪1-05,320209,2744803,121.694471,24.80902,,3202092744803
檢核ok,,羅東,礁溪,礁溪1,6,宜30,礁溪1-06,319965,2744906,121.692063,24.80996,,3199652744906
檢核ok,,羅東,礁溪,礁溪2,1,宜40,礁溪2-01,317075,2738603,121.663175,24.75319,,3170752738603
檢核ok,,羅東,礁溪,礁溪2,2,宜40,礁溪2-02,316847,2738686,121.660925,24.75395,,3168472738686
檢核ok,,羅東,礁溪,礁溪2,3,宜40,礁溪2-03,316938,2738888,121.661835,24.75577,,3169382738888
檢核ok,,羅東,礁溪,礁溪2,4,宜40,礁溪2-04,316942,2739124,121.661885,24.75790,,3169422739124
檢核ok,,羅東,礁溪,礁溪2,5,宜40,礁溪2-05,316612,2738618,121.658599,24.75334,,3166122738618
檢核ok,,羅東,礁溪,礁溪2,6,宜40,礁溪2-06,316378,2738782,121.656293,24.75483,,3163782738782
檢核ok,,羅東,礁溪,礁溪3,1,宜52,礁溪3-01,313030,2738773,121.623192,24.75489,,3130302738773
檢核ok,,羅東,礁溪,礁溪3,2,宜52,礁溪3-02,312975,2739141,121.622664,24.75822,,3129752739141
檢核ok,,羅東,礁溪,礁溪3,3,宜52,礁溪3-03,312814,2738914,121.621062,24.75617,,3128142738914
檢核ok,,羅東,礁溪,礁溪3,4,宜52,礁溪3-04,312605,2739001,121.619,24.75697,,3126052739001
檢核ok,,羅東,礁溪,礁溪3,5,宜52,礁溪3-05,312374,2739067,121.616719,24.75757,,3123742739067
檢核ok,,羅東,礁溪,礁溪3,6,宜52,礁溪3-06,312075,2739120,121.613765,24.75806,,3120752739120
檢核ok,,羅東,礁溪,礁溪4,1,宜64,礁溪4-01,314761,2734510,121.640109,24.71633,,3147612734510
檢核ok,,羅東,礁溪,礁溪4,2,宜64,礁溪4-02,314846,2734717,121.640958,24.71820,,3148462734717
檢核ok,,羅東,礁溪,礁溪4,3,宜64,礁溪4-03,314799,2734959,121.640505,24.72039,,3147992734959
檢核ok,,羅東,礁溪,礁溪4,4,宜64,礁溪4-04,314686,2735169,121.639398,24.72229,,3146862735169
檢核ok,,羅東,礁溪,礁溪4,5,宜64,礁溪4-05,314454,2735240,121.637108,24.72294,,3144542735240
檢核ok,,羅東,礁溪,礁溪4,6,宜64,礁溪4-06,314256,2735145,121.635146,24.72209,,3142562735145
檢核ok,,羅東,礁溪,礁溪5,1,文41,礁溪5-01,328840,2752098,121.780251,24.87446,,3288402752098
檢核ok,,羅東,礁溪,礁溪5,2,文41,礁溪5-02,329062,2752217,121.782455,24.87552,,3290622752217
檢核ok,,羅東,礁溪,礁溪5,3,文41,礁溪5-03,329236,2752406,121.784188,24.87722,,3292362752406
檢核ok,,羅東,礁溪,礁溪5,4,文41,礁溪5-04,329128,2752633,121.783132,24.87927,,3291282752633
檢核ok,,羅東,礁溪,礁溪5,5,文41,礁溪5-05,329114,2752893,121.783008,24.88162,,3291142752893
檢核ok,,羅東,礁溪,礁溪5,6,文41,礁溪5-06,329042,2753183,121.782312,24.88424,,3290422753183
檢核ok,,羅東,礁溪,礁溪6,1,聖母登山步道,礁溪6-01,324321,2748989,121.735365,24.84662,,3243212748989
檢核ok,,羅東,礁溪,礁溪6,2,聖母登山步道,礁溪6-02,324293,2749216,121.735101,24.84867,,3242932749216
檢核ok,,羅東,礁溪,礁溪6,3,聖母登山步道,礁溪6-03,324175,2749384,121.733942,24.85019,,3241752749384
檢核ok,,羅東,礁溪,礁溪6,4,聖母登山步道,礁溪6-04,324059,2749560,121.732804,24.85178,,3240592749560
檢核ok,,羅東,礁溪,礁溪6,5,聖母登山步道,礁溪6-05,324001,2749740,121.732239,24.85341,,3240012749740
檢核ok,,羅東,礁溪,礁溪6,6,聖母登山步道,礁溪6-06,323851,2749930,121.730765,24.85513,,3238512749930
檢核ok,,羅東,礁溪,A03-17,1,礁溪,A03-17-01,328258,2749665,121.774355,24.85252,,3282582749665
檢核ok,,羅東,礁溪,A03-17,2,礁溪,A03-17-02,328210,2749447,121.773868,24.85056,,3282102749447
檢核ok,,羅東,礁溪,A03-17,3,礁溪,A03-17-03,328292,2749262,121.774669,24.84888,,3282922749262
檢核ok,,羅東,礁溪,A03-17,4,礁溪,A03-17-04,328378,2749071,121.775509,24.84715,,3283782749071
檢核ok,,羅東,礁溪,A03-17,5,礁溪,A03-17-05,328466,2748878,121.776369,24.84541,,3284662748878
檢核ok,,羅東,礁溪,A03-17,6,礁溪,A03-17-06,328623,2748696,121.777912,24.84376,,3286232748696
檢核ok,,羅東,礁溪,礁溪8,1,松羅步道,礁溪8-01,306807,2729197,121.561278,24.66868,,3068072729197
檢核ok,,羅東,礁溪,礁溪8,2,松羅步道,礁溪8-02,306624,2729053,121.559464,24.66739,,3066242729053
檢核ok,,羅東,礁溪,礁溪8,3,松羅步道,礁溪8-03,306392,2729067,121.557173,24.66752,,3063922729067
檢核ok,,羅東,礁溪,礁溪8,4,松羅步道,礁溪8-04,306272,2729274,121.555995,24.66940,,3062722729274
檢核ok,,羅東,礁溪,礁溪8,5,松羅步道,礁溪8-05,306046,2729291,121.553763,24.66956,,3060462729291
檢核ok,,羅東,礁溪,礁溪8,6,松羅步道,礁溪8-06,305844,2729393,121.551771,24.67049,,3058442729393
檢核ok,,羅東,礁溪,礁溪9,1,九竂溪步道,礁溪9-01,309163,2730781,121.584622,24.68289,,3091632730781
檢核ok,,羅東,礁溪,礁溪9,2,九竂溪步道,礁溪9-02,309050,2730582,121.583497,24.68110,,3090502730582
檢核ok,,羅東,礁溪,礁溪9,3,九竂溪步道,礁溪9-03,308844,2730657,121.581465,24.68179,,3088442730657
檢核ok,,羅東,礁溪,礁溪9,4,九竂溪步道,礁溪9-04,308693,2730802,121.579979,24.68310,,3086932730802
檢核ok,,羅東,礁溪,礁溪9,5,九竂溪步道,礁溪9-05,308451,2730837,121.577589,24.68343,,3084512730837
檢核ok,,羅東,礁溪,礁溪9,6,九竂溪步道,礁溪9-06,308212,2730842,121.575228,24.68348,,3082122730842
檢核ok,,羅東,太平山,A06-03,1,仁澤B,A06-03-01,300595,2716742,121.499456,24.55645,,3005952716742
檢核ok,,羅東,太平山,A06-03,2,仁澤B,A06-03-02,300795,2716706,121.501429,24.55612,,3007952716706
檢核ok,,羅東,太平山,A06-03,3,仁澤B,A06-03-03,301000,2716706,121.503453,24.55611,,3010002716706
檢核ok,,羅東,太平山,A06-03,4,仁澤B,A06-03-04,301195,2716640,121.505375,24.55551,,3011952716640
檢核ok,,羅東,太平山,A06-03,5,仁澤B,A06-03-05,301373,2716555,121.507129,24.55473,,3013732716555
檢核ok,,羅東,太平山,A06-03,6,仁澤B,A06-03-06,301560,2716506,121.508973,24.55429,,3015602716506
檢核ok,,羅東,太平山,A06-04,1,仁澤A,A06-04-01,301077,2715856,121.504182,24.54843,,3010772715856
檢核ok,,羅東,太平山,A06-04,2,仁澤A,A06-04-02,301275,2715808,121.506135,24.54799,,3012752715808
檢核ok,,羅東,太平山,A06-04,3,仁澤A,A06-04-03,301366,2715624,121.507026,24.54633,,3013662715624
檢核ok,,羅東,太平山,A06-04,4,仁澤A,A06-04-04,301195,2715520,121.505335,24.54540,,3011952715520
檢核ok,,羅東,太平山,A06-04,5,仁澤A,A06-04-05,301538,2715507,121.50872,24.54527,,3015382715507
檢核ok,,羅東,太平山,A06-04,6,仁澤A,A06-04-06,301570,2715714,121.509043,24.54713,,3015702715714
檢核ok,,羅東,太平山,B06-02,1,明池,B06-02-01,296494,2726348,121.45929,24.64331,,2964942726348
檢核ok,,羅東,太平山,B06-02,2,明池,B06-02-02,296606,2726521,121.460402,24.64486,,2966062726521
檢核ok,,羅東,太平山,B06-02,3,明池,B06-02-03,296766,2726645,121.461987,24.64598,,2967662726645
檢核ok,,羅東,太平山,B06-02,4,明池,B06-02-04,296835,2726455,121.462662,24.64426,,2968352726455
檢核ok,,羅東,太平山,B06-02,5,明池,B06-02-05,297014,2726548,121.464433,24.64510,,2970142726548
檢核ok,,羅東,太平山,B06-02,6,明池,B06-02-06,297111,2726731,121.465398,24.64674,,2971112726731
檢核ok,,羅東,太平山,B06-04,1,棲蘭A,B06-04-01,293735,2720265,121.431847,24.58847,,2937352720265
檢核ok,,羅東,太平山,B06-04,2,棲蘭A,B06-04-02,293849,2720099,121.432968,24.58696,,2938492720099
檢核ok,,羅東,太平山,B06-04,3,棲蘭A,B06-04-03,293981,2720235,121.434275,24.58819,,2939812720235
檢核ok,,羅東,太平山,B06-04,4,棲蘭A,B06-04-04,294193,2720253,121.436369,24.58834,,2941932720253
檢核ok,,羅東,太平山,B06-04,5,棲蘭A,B06-04-05,294267,2720433,121.437105,24.58997,,2942672720433
檢核ok,,羅東,太平山,B06-04,6,棲蘭A,B06-04-06,294382,2720601,121.438246,24.59148,,2943822720601
檢核ok,,羅東,太平山,B06-05,1,棲蘭D,B06-05-01,294907,2721434,121.443457,24.59899,,2949072721434
檢核ok,,羅東,太平山,B06-05,2,棲蘭D,B06-05-02,295113,2721412,121.44549,24.59878,,2951132721412
檢核ok,,羅東,太平山,B06-05,3,棲蘭D,B06-05-03,295291,2721328,121.447245,24.59802,,2952912721328
檢核ok,,羅東,太平山,B06-05,4,棲蘭D,B06-05-04,295447,2721464,121.44879,24.59924,,2954472721464
檢核ok,,羅東,太平山,B06-05,5,棲蘭D,B06-05-05,295530,2721655,121.449616,24.60096,,2955302721655
檢核ok,,羅東,太平山,B06-05,6,棲蘭D,B06-05-06,295746,2721648,121.451749,24.60089,,2957462721648
檢核ok,,羅東,太平山,B06-06,1,鴛鴦湖130號林道※,B06-06-01,293749,2721127,121.432012,24.59625,,2937492721127
檢核ok,,羅東,太平山,B06-06,2,鴛鴦湖130號林道※,B06-06-02,293433,2721156,121.428893,24.59652,,2934332721156
檢核ok,,羅東,太平山,B06-06,3,鴛鴦湖130號林道※,B06-06-03,293293,2721393,121.427518,24.59866,,2932932721393
檢核ok,,羅東,太平山,B06-06,4,鴛鴦湖130號林道※,B06-06-04,293372,2721622,121.428305,24.60073,,2933722721622
檢核ok,,羅東,太平山,B06-06,5,鴛鴦湖130號林道※,B06-06-05,293542,2721698,121.429986,24.60141,,2935422721698
檢核ok,,羅東,太平山,B06-06,6,鴛鴦湖130號林道※,B06-06-06,293415,2721954,121.428739,24.60372,,2934152721954
檢核ok,,羅東,太平山,B06-06,7,鴛鴦湖130號林道※,B06-06-07,293646,2722134,121.431026,24.60534,,2936462722134
檢核ok,,羅東,太平山,B06-06,8,鴛鴦湖130號林道※,B06-06-08,293631,2722518,121.43089,24.60881,,2936312722518
檢核ok,,羅東,太平山,B06-06,6,鴛鴦湖130號林道※,B06-06-09,293805,2722697,121.432614,24.61042,,2938052722697
檢核ok,,羅東,太平山,B07-01,1,平元林道,B07-01-01,309549,2711933,121.587641,24.51271,,3095492711933
檢核ok,,羅東,太平山,B07-01,2,平元林道,B07-01-02,309572,2712119,121.587876,24.51439,,3095722712119
檢核ok,,羅東,太平山,B07-01,3,平元林道,B07-01-03,309783,2712067,121.589956,24.51391,,3097832712067
檢核ok,,羅東,太平山,B07-01,4,平元林道,B07-01-04,309834,2711842,121.59045,24.51188,,3098342711842
檢核ok,,羅東,太平山,B07-01,5,平元林道,B07-01-05,310013,2711872,121.592217,24.51214,,3100132711872
檢核ok,,羅東,太平山,B07-01,6,平元林道,B07-01-06,310122,2711696,121.593285,24.51055,,3101222711696
檢核ok,,羅東,太平山,B11-05,1,四季林道,B11-05-01,294538,2708849,121.439417,24.48537,,2945382708849
檢核ok,,羅東,太平山,B11-05,2,四季林道,B11-05-02,294751,2708844,121.441518,24.48532,,2947512708844
檢核ok,,羅東,太平山,B11-05,3,四季林道,B11-05-03,294852,2709000,121.44252,24.48673,,2948522709000
檢核ok,,羅東,太平山,B11-05,4,四季林道,B11-05-04,295050,2709094,121.444476,24.48757,,2950502709094
檢核ok,,羅東,太平山,B11-05,5,四季林道,B11-05-05,295211,2709201,121.446068,24.48853,,2952112709201
檢核ok,,羅東,太平山,B11-05,6,四季林道,B11-05-06,295415,2709183,121.44808,24.48836,,2954152709183
檢核ok,,羅東,太平山,B15-01,1,望洋山 (翠峰山屋),B15-01-01,311498,2711766,121.606866,24.51113,,3114982711766
檢核ok,,羅東,太平山,B15-01,2,望洋山 (翠峰山屋),B15-01-02,311686,2711684,121.608718,24.51038,,3116862711684
檢核ok,,羅東,太平山,B15-01,3,望洋山 (翠峰山屋),B15-01-03,311845,2711542,121.610281,24.50909,,3118452711542
檢核ok,,羅東,太平山,B15-01,4,望洋山 (翠峰山屋),B15-01-04,312058,2711514,121.612381,24.50883,,3120582711514
檢核ok,,羅東,太平山,B15-01,5,望洋山 (翠峰山屋),B15-01-05,312016,2711278,121.611956,24.50670,,3120162711278
檢核ok,,羅東,太平山,B15-01,6,望洋山 (翠峰山屋),B15-01-06,312182,2711154,121.613589,24.50557,,3121822711154
檢核ok,,羅東,南澳,A07-02,3,宜蘭縣烏石鼻※,A07-02-03,335587,2709036,121.844396,24.48534,,3355872709036
檢核ok,,羅東,南澳,A07-02,4,宜蘭縣烏石鼻※,A07-02-04,335480,2709269,121.843355,24.48745,,3354802709269
檢核ok,,羅東,南澳,A07-02,5,宜蘭縣烏石鼻※,A07-02-05,335315,2709395,121.841734,24.48859,,3353152709395
檢核ok,,羅東,南澳,A07-02,6,宜蘭縣烏石鼻※,A07-02-06,335226,2709167,121.840843,24.48654,,3352262709167
檢核ok,,羅東,南澳,A07-02,7,宜蘭縣烏石鼻※,A07-02-07,334992,2709174,121.838535,24.48662,,3349922709174
檢核ok,,羅東,南澳,A07-02,8,宜蘭縣烏石鼻※,A07-02-08,334785,2709393,121.836506,24.48861,,3347852709393
檢核ok,,羅東,南澳,A07-02,9,宜蘭縣烏石鼻※,A07-02-09,334577,2709270,121.834446,24.48751,,3345772709270
檢核ok,,羅東,南澳,A07-02,10,宜蘭縣烏石鼻※,A07-02-10,334575,2709514,121.834441,24.48971,,3345752709514
檢核ok,,羅東,南澳,A07-09,1,神祕湖B,A07-09-01,324994,2699600,121.739396,24.40070,,3249942699600
檢核ok,,羅東,南澳,A07-09,2,神祕湖B,A07-09-02,325091,2699807,121.740364,24.40256,,3250912699807
